2024-06-09 20:42:08,788.bbq_producer.INFO ==================================================
2024-06-09 20:42:08,788.bbq_producer.INFO Today is 2024-06-09 at 08:42 PM
2024-06-09 20:42:08,788.bbq_producer.INFO Running on: posix Darwin 21.4.0
2024-06-09 20:42:08,788.bbq_producer.INFO Python version:  3.12.2
2024-06-09 20:42:08,788.bbq_producer.INFO Python path: /Library/Frameworks/Python.framework/Versions/3.12
2024-06-09 20:42:08,788.bbq_producer.INFO Working dir: /Users/olakunlealabi/Documents/streaming-05-smart-smoker-5
2024-06-09 20:42:08,788.bbq_producer.INFO ==================================================
2024-06-09 20:42:10,879.bbq_producer.INFO Opened RabbitMQ
2024-06-09 20:42:51,198.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:10:45', 153.4)
2024-06-09 20:42:51,207.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:11:10', 242.5)
2024-06-09 20:42:51,216.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:11:15', 242.5)
2024-06-09 20:42:51,225.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:11:35', 161.4)
2024-06-09 20:42:51,235.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:11:40', 161.4)
2024-06-09 20:42:51,244.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:11:40', 153.5)
2024-06-09 20:42:51,254.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:11:45', 153.5)
2024-06-09 20:42:51,264.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:12:10', 242.1)
2024-06-09 20:42:51,273.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:12:15', 242.1)
2024-06-09 20:42:51,283.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:12:35', 161.4)
2024-06-09 20:42:51,294.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:12:40', 161.4)
2024-06-09 20:42:51,304.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:12:40', 153.5)
2024-06-09 20:42:51,315.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:12:45', 153.5)
2024-06-09 20:42:51,325.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:13:10', 241.5)
2024-06-09 20:42:51,335.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:13:15', 241.5)
2024-06-09 20:42:51,346.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:13:35', 161.4)
2024-06-09 20:42:51,357.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:13:40', 161.4)
2024-06-09 20:42:51,368.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:13:40', 153.5)
2024-06-09 20:42:51,388.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:13:45', 153.5)
2024-06-09 20:42:51,413.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:14:10', 241.3)
2024-06-09 20:42:51,438.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:14:15', 241.3)
2024-06-09 20:42:51,460.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:14:35', 161.4)
2024-06-09 20:42:51,485.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:14:40', 161.4)
2024-06-09 20:42:51,510.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:14:40', 153.6)
2024-06-09 20:42:51,532.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:14:45', 153.6)
2024-06-09 20:42:51,558.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:15:10', 242.0)
2024-06-09 20:42:51,584.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:15:15', 242.0)
2024-06-09 20:42:51,609.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:15:35', 161.4)
2024-06-09 20:42:51,637.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:15:40', 161.4)
2024-06-09 20:42:51,669.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:15:40', 153.6)
2024-06-09 20:42:51,697.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:15:45', 153.6)
2024-06-09 20:42:51,732.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:16:10', 242.4)
2024-06-09 20:42:51,761.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:16:15', 242.4)
2024-06-09 20:42:51,790.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:16:35', 161.5)
2024-06-09 20:42:51,820.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:16:40', 161.5)
2024-06-09 20:42:51,851.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:16:40', 153.7)
2024-06-09 20:42:51,877.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:16:45', 153.7)
2024-06-09 20:42:51,910.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:17:10', 241.2)
2024-06-09 20:42:51,937.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:17:15', 241.2)
2024-06-09 20:42:51,972.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:17:35', 161.5)
2024-06-09 20:42:52,007.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:17:40', 161.5)
2024-06-09 20:42:52,036.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:17:40', 153.7)
2024-06-09 20:42:52,062.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:17:45', 153.7)
2024-06-09 20:42:52,091.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:18:10', 238.5)
2024-06-09 20:42:52,120.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:18:15', 238.5)
2024-06-09 20:42:52,153.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:18:35', 161.5)
2024-06-09 20:42:52,187.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:18:40', 161.5)
2024-06-09 20:42:52,216.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:18:40', 153.8)
2024-06-09 20:42:52,243.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:18:45', 153.8)
2024-06-09 20:42:52,273.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:19:10', 237.2)
2024-06-09 20:42:52,301.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:19:15', 237.2)
2024-06-09 20:42:52,332.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:19:35', 161.5)
2024-06-09 20:42:52,362.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:19:40', 161.5)
2024-06-09 20:42:52,389.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:19:40', 153.8)
2024-06-09 20:42:52,420.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:19:45', 153.8)
2024-06-09 20:42:52,450.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:20:10', 236.1)
2024-06-09 20:42:52,482.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:20:15', 236.1)
2024-06-09 20:42:52,515.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:20:35', 161.5)
2024-06-09 20:42:52,549.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:20:40', 161.5)
2024-06-09 20:42:52,580.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:20:40', 153.9)
2024-06-09 20:42:52,614.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:20:45', 153.9)
2024-06-09 20:42:52,650.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:21:10', 235.3)
2024-06-09 20:42:52,679.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:21:15', 235.3)
2024-06-09 20:42:52,706.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:21:35', 161.5)
2024-06-09 20:42:52,734.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:21:40', 161.5)
2024-06-09 20:42:52,762.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:21:40', 153.9)
2024-06-09 20:42:52,788.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:21:45', 153.9)
2024-06-09 20:42:52,814.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:22:10', 235.1)
2024-06-09 20:42:52,842.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:22:15', 235.1)
2024-06-09 20:42:52,866.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:22:35', 161.5)
2024-06-09 20:42:52,894.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:22:40', 161.5)
2024-06-09 20:42:52,922.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:22:40', 154.0)
2024-06-09 20:42:52,950.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:22:45', 154.0)
2024-06-09 20:42:52,977.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:23:10', 234.4)
2024-06-09 20:42:53,002.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:23:15', 234.4)
2024-06-09 20:42:53,029.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:23:35', 161.4)
2024-06-09 20:42:53,056.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:23:40', 161.4)
2024-06-09 20:42:53,073.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:23:40', 154.0)
2024-06-09 20:42:53,089.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:23:45', 154.0)
2024-06-09 20:42:53,115.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:24:10', 238.7)
2024-06-09 20:42:53,140.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:24:15', 238.7)
2024-06-09 20:42:53,163.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:24:35', 161.5)
2024-06-09 20:42:53,187.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:24:40', 161.5)
2024-06-09 20:42:53,215.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:24:40', 154.0)
2024-06-09 20:42:53,244.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:24:45', 154.0)
2024-06-09 20:42:53,271.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:25:10', 244.1)
2024-06-09 20:42:53,295.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:25:15', 244.1)
2024-06-09 20:42:53,322.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:25:35', 161.5)
2024-06-09 20:42:53,348.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:25:40', 161.5)
2024-06-09 20:42:53,378.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:25:40', 154.1)
2024-06-09 20:42:53,410.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:25:45', 154.1)
2024-06-09 20:42:53,445.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:26:10', 247.1)
2024-06-09 20:42:53,474.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:26:15', 247.1)
2024-06-09 20:42:53,499.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:26:35', 161.5)
2024-06-09 20:42:53,525.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:26:40', 161.5)
2024-06-09 20:42:53,555.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:26:40', 154.1)
2024-06-09 20:42:53,587.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:26:45', 154.1)
2024-06-09 20:42:53,615.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:27:10', 247.2)
2024-06-09 20:42:53,644.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:27:15', 247.2)
2024-06-09 20:42:53,670.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:27:35', 161.5)
2024-06-09 20:42:53,700.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:27:40', 161.5)
2024-06-09 20:42:53,730.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:27:40', 154.2)
2024-06-09 20:42:53,756.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:27:45', 154.2)
2024-06-09 20:42:53,782.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:28:10', 249.0)
2024-06-09 20:42:53,808.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:28:15', 249.0)
2024-06-09 20:42:53,838.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:28:35', 161.6)
2024-06-09 20:42:53,863.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:28:40', 161.6)
2024-06-09 20:42:53,892.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:28:40', 154.2)
2024-06-09 20:42:53,922.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:28:45', 154.2)
2024-06-09 20:42:53,947.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:29:10', 249.6)
2024-06-09 20:42:53,975.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:29:15', 249.6)
2024-06-09 20:42:54,001.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:29:35', 161.6)
2024-06-09 20:42:54,025.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:29:40', 161.6)
2024-06-09 20:42:54,045.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:29:40', 154.3)
2024-06-09 20:42:54,063.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:29:45', 154.3)
2024-06-09 20:42:54,086.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:30:10', 249.0)
2024-06-09 20:42:54,112.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:30:15', 249.0)
2024-06-09 20:42:54,133.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:30:35', 161.6)
2024-06-09 20:42:54,157.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:30:40', 161.6)
2024-06-09 20:42:54,177.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:30:40', 154.3)
2024-06-09 20:42:54,198.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:30:45', 154.3)
2024-06-09 20:42:54,217.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:31:10', 249.1)
2024-06-09 20:42:54,241.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:31:15', 249.1)
2024-06-09 20:42:54,261.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:31:35', 161.6)
2024-06-09 20:42:54,283.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:31:40', 161.6)
2024-06-09 20:42:54,312.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:31:40', 154.4)
2024-06-09 20:42:54,335.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:31:45', 154.4)
2024-06-09 20:42:54,360.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:32:10', 249.9)
2024-06-09 20:42:54,383.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:32:15', 249.9)
2024-06-09 20:42:54,405.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:32:35', 161.6)
2024-06-09 20:42:54,431.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:32:40', 161.6)
2024-06-09 20:42:54,453.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:32:40', 154.4)
2024-06-09 20:42:54,473.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:32:45', 154.4)
2024-06-09 20:42:54,498.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:33:10', 250.4)
2024-06-09 20:42:54,523.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:33:15', 250.4)
2024-06-09 20:42:54,542.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:33:35', 161.6)
2024-06-09 20:42:54,561.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:33:40', 161.6)
2024-06-09 20:42:54,583.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:33:40', 154.5)
2024-06-09 20:42:54,605.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:33:45', 154.5)
2024-06-09 20:42:54,630.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:34:10', 250.0)
2024-06-09 20:42:54,653.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:34:15', 250.0)
2024-06-09 20:42:54,682.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:34:35', 161.6)
2024-06-09 20:42:54,708.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:34:40', 161.6)
2024-06-09 20:42:54,739.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:34:40', 154.5)
2024-06-09 20:42:54,765.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:34:45', 154.5)
2024-06-09 20:42:54,788.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:35:10', 251.4)
2024-06-09 20:42:54,814.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:35:15', 251.4)
2024-06-09 20:42:54,843.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:35:35', 161.6)
2024-06-09 20:42:54,870.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:35:40', 161.6)
2024-06-09 20:42:54,903.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:35:40', 154.6)
2024-06-09 20:42:54,933.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:35:45', 154.6)
2024-06-09 20:42:54,966.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:36:10', 251.9)
2024-06-09 20:42:54,998.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:36:15', 251.9)
2024-06-09 20:42:55,027.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:36:35', 161.6)
2024-06-09 20:42:55,056.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:36:40', 161.6)
2024-06-09 20:42:55,084.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:36:40', 154.6)
2024-06-09 20:42:55,107.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:36:45', 154.6)
2024-06-09 20:42:55,139.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:37:10', 251.4)
2024-06-09 20:42:55,169.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:37:15', 251.4)
2024-06-09 20:42:55,193.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:37:35', 161.6)
2024-06-09 20:42:55,224.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:37:40', 161.6)
2024-06-09 20:42:55,249.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:37:40', 154.6)
2024-06-09 20:42:55,281.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:37:45', 154.6)
2024-06-09 20:42:55,306.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:38:10', 251.8)
2024-06-09 20:42:55,335.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:38:15', 251.8)
2024-06-09 20:42:55,361.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:38:35', 161.6)
2024-06-09 20:42:55,390.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:38:40', 161.6)
2024-06-09 20:42:55,419.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:38:40', 154.7)
2024-06-09 20:42:55,452.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:38:45', 154.7)
2024-06-09 20:42:55,484.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:39:10', 250.9)
2024-06-09 20:42:55,513.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:39:15', 250.9)
2024-06-09 20:42:55,539.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:39:35', 161.7)
2024-06-09 20:42:55,570.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:39:40', 161.7)
2024-06-09 20:42:55,596.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:39:40', 154.7)
2024-06-09 20:42:55,625.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:39:45', 154.7)
2024-06-09 20:42:55,656.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:40:10', 251.6)
2024-06-09 20:42:55,685.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:40:15', 251.6)
2024-06-09 20:42:55,717.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:40:35', 161.7)
2024-06-09 20:42:55,740.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:40:40', 161.7)
2024-06-09 20:42:55,766.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:40:40', 154.8)
2024-06-09 20:42:55,796.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:40:45', 154.8)
2024-06-09 20:42:55,827.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:41:10', 251.4)
2024-06-09 20:42:55,857.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:41:15', 251.4)
2024-06-09 20:42:55,885.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:41:35', 161.7)
2024-06-09 20:42:55,917.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:41:40', 161.7)
2024-06-09 20:42:55,950.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:41:40', 154.8)
2024-06-09 20:42:55,983.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:41:45', 154.8)
2024-06-09 20:42:56,011.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:42:10', 251.5)
2024-06-09 20:42:56,036.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:42:15', 251.5)
2024-06-09 20:42:56,066.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:42:35', 161.8)
2024-06-09 20:42:56,093.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:42:40', 161.8)
2024-06-09 20:42:56,120.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:42:40', 154.8)
2024-06-09 20:42:56,151.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:42:45', 154.8)
2024-06-09 20:42:56,179.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:43:10', 252.0)
2024-06-09 20:42:56,211.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:43:15', 252.0)
2024-06-09 20:42:56,235.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:43:35', 161.8)
2024-06-09 20:42:56,263.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:43:40', 161.8)
2024-06-09 20:42:56,293.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:43:40', 154.9)
2024-06-09 20:42:56,326.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:43:45', 154.9)
2024-06-09 20:42:56,353.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:44:10', 252.0)
2024-06-09 20:42:56,380.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:44:15', 252.0)
2024-06-09 20:42:56,409.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:44:35', 161.8)
2024-06-09 20:42:56,437.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:44:40', 161.8)
2024-06-09 20:42:56,467.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:44:40', 154.9)
2024-06-09 20:42:56,492.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:44:45', 154.9)
2024-06-09 20:42:56,517.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:45:10', 251.2)
2024-06-09 20:42:56,542.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:45:15', 251.2)
2024-06-09 20:42:56,569.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:45:35', 161.8)
2024-06-09 20:42:56,595.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:45:40', 161.8)
2024-06-09 20:42:56,619.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:45:40', 154.9)
2024-06-09 20:42:56,652.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:45:45', 154.9)
2024-06-09 20:42:56,682.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:46:10', 249.2)
2024-06-09 20:42:56,718.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:46:15', 249.2)
2024-06-09 20:42:56,743.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:46:35', 161.8)
2024-06-09 20:42:56,769.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:46:40', 161.8)
2024-06-09 20:42:56,798.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:46:40', 155.0)
2024-06-09 20:42:56,824.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:46:45', 155.0)
2024-06-09 20:42:56,853.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:47:10', 237.7)
2024-06-09 20:42:56,882.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:47:15', 237.7)
2024-06-09 20:42:56,913.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:47:35', 161.9)
2024-06-09 20:42:56,940.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:47:40', 161.9)
2024-06-09 20:42:56,971.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:47:40', 155.0)
2024-06-09 20:42:57,002.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:47:45', 155.0)
2024-06-09 20:42:57,030.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:48:10', 231.2)
2024-06-09 20:42:57,060.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:48:15', 231.2)
2024-06-09 20:42:57,087.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:48:35', 161.9)
2024-06-09 20:42:57,116.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:48:40', 161.9)
2024-06-09 20:42:57,144.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:48:40', 155.0)
2024-06-09 20:42:57,176.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:48:45', 155.0)
2024-06-09 20:42:57,205.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:49:10', 228.3)
2024-06-09 20:42:57,232.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:49:15', 228.3)
2024-06-09 20:42:57,263.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:49:35', 161.9)
2024-06-09 20:42:57,293.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:49:40', 161.9)
2024-06-09 20:42:57,322.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:49:40', 155.1)
2024-06-09 20:42:57,350.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 18:49:45', 155.1)
2024-06-09 20:42:57,376.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:50:10', 227.5)
2024-06-09 20:42:57,404.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 18:50:15', 227.5)
2024-06-09 20:42:57,430.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:50:35', 161.9)
2024-06-09 20:42:57,456.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 18:50:40', 161.9)
